governorate,constituency,imada,total_voters,sibling_cliques_count,sibling_voters_count,sibling_voters_pct,parental_ties_count,max_sibling_set_size
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,الفالتة,843,127,320,37.96,163,5
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,القصر,2080,274,716,34.42,242,7
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,المحجوبة,948,139,337,35.55,134,5
الكاف,الكاف الغربية - الكاف الشرقية,دير الكاف,3928,415,950,24.19,306,6
الكاف,الكاف الغربية - الكاف الشرقية,وادي الرمل الجنوبية,4620,563,1321,28.59,525,8
الكاف,الكاف الغربية - الكاف الشرقية,وادي الرمل الشمالية,1265,115,253,20.0,66,4
الكاف,الكاف الغربية - الكاف الشرقية,وادي السواني,1706,220,511,29.95,174,6
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,سركونة,311,44,111,35.69,29,5
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,سيدي خيار,1905,296,732,38.43,217,6
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,سيدي رابح,1541,67,163,10.58,72,7
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,سيدي عبد الباسط,1335,179,430,32.21,178,5
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,عين سنان,813,88,209,25.71,102,5
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,عين مازر,1270,175,431,33.94,164,7
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,فرشان,1193,138,316,26.49,120,6
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,قرن حلفاية,314,47,108,34.39,40,5
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,سيدي مدين,1070,178,438,40.93,156,6
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,سيدي مطير,1646,228,549,33.35,224,6
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,عين الآبار,3219,429,1007,31.28,427,7
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,عين الكرمة,1507,175,428,28.4,176,6
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,تاجروين الجنوبية,6006,554,1242,20.68,446,6
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,تاجروين الشمالية,796,61,138,17.34,53,4
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,تل الغزلان,1746,368,1005,57.56,408,10
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,جرادو,1685,203,485,28.78,193,5
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,جزة,1324,189,467,35.27,175,8
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,حي بورقيبة,4478,512,1166,26.04,476,7
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,ساقية سيدي يوسف,6502,946,2279,35.05,859,7
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,سد الخير,659,89,210,31.87,85,5
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,قلعة سنان,7360,906,2129,28.93,892,7
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,مزيتة,361,51,118,32.69,65,5
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,ملاق,1121,205,489,43.62,203,6
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,ملالة,990,145,349,35.25,150,6
الكاف,الكاف الغربية - الكاف الشرقية,الزعفران,3734,464,1111,29.75,471,8
الكاف,الكاف الغربية - الكاف الشرقية,الشرفيين,7500,475,1044,13.92,401,5
الكاف,الكاف الغربية - الكاف الشرقية,بنعنين,7031,644,1436,20.42,505,7
الكاف,الكاف الغربية - الكاف الشرقية,حشاد,7181,583,1302,18.13,492,4
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,منزل سالم,1442,270,698,48.4,360,8
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,نبر,4064,577,1385,34.08,516,7
الكاف,نبر - الطويرف - ساقية سيدي يوسف - تاجروين - قلعة سنان,ولجة السدرة,738,95,221,29.95,115,4
المنستير,الساحلين - الوردانين - بنبلة,الساحلين الشرقية,6171,994,2566,41.58,1063,10
المنستير,الساحلين - الوردانين - بنبلة,منزل حرب,1122,221,678,60.43,320,7
المنستير,الساحلين - الوردانين - بنبلة,منزل خير,876,167,485,55.37,217,8
المنستير,الساحلين - الوردانين - بنبلة,وادي الجبس,405,18,48,11.85,11,6
المنستير,المكنين,الشراحيل,3694,770,2194,59.39,832,11
الكاف,القلعة الخصباء - الجريصة - القصور - الدهماني - السرس,فج التمر,996,107,254,25.5,102,7
الكاف,القلعة الخصباء - الجريصة - القصور - الدهماني - السرس,هنطاية,340,46,113,33.24,57,4
الكاف,الكاف الغربية - الكاف الشرقية,الحوارث الجنوبية,21539,1852,4155,19.29,1725,7
الكاف,الكاف الغربية - الكاف الشرقية,الحوارث الشمالية,5883,610,1373,23.34,447,6
المنستير,الساحلين - الوردانين - بنبلة,الوردانين الشمالية,5282,889,2276,43.09,887,12
المنستير,الساحلين - الوردانين - بنبلة,بنبلة,6851,1267,3389,49.47,1213,9
المنستير,الساحلين - الوردانين - بنبلة,بنبلة الغربية,3256,629,1680,51.6,603,9
المنستير,الساحلين - الوردانين - بنبلة,سيدي بوعثمان,546,99,277,50.73,143,7
المنستير,الساحلين - الوردانين - بنبلة,سيدي عامر,5177,997,2918,56.36,1447,14
المنستير,الساحلين - الوردانين - بنبلة,مسجد عيسى,1451,261,754,51.96,339,9
المنستير,الساحلين - الوردانين - بنبلة,معتمر,3254,579,1568,48.19,700,7
المنستير,الساحلين - الوردانين - بنبلة,منزل النور,9174,1738,5409,58.96,3119,17
المنستير,الساحلين - الوردانين - بنبلة,الساحلين الغربية,6323,1107,2870,45.39,1176,7
المنستير,الساحلين - الوردانين - بنبلة,المصدور,2539,486,1414,55.69,703,10
المنستير,الساحلين - الوردانين - بنبلة,المنارة,1833,324,940,51.28,421,8
المنستير,الساحلين - الوردانين - بنبلة,الوردانين الجنوبية,10385,1719,4414,42.5,1870,11
المنستير,المكنين,عميرة التوازرة الجنوبية,2072,380,1127,54.39,458,7
المنستير,المكنين,عميرة الحجاج,5919,1032,3050,51.53,1371,9
المنستير,المكنين,عميرة الفحول,3934,699,2069,52.59,979,10
المنستير,المكنين,منزل فارسي,2919,560,1677,57.45,772,10
المنستير,المكنين,خير الدين,7052,1064,2673,37.9,1070,8
المنستير,المكنين,راس الوادي,10200,1817,4646,45.55,1891,8
المنستير,المكنين,سيدي بنور,3789,718,2039,53.81,732,10
المنستير,المكنين,عميرة التوازرة,2523,424,1157,45.86,495,7
المنستير,جمال,زاوية قنطش,4841,851,2358,48.71,1051,13
المنستير,جمال,منزل كامل,6731,1168,2955,43.9,1133,8
المنستير,زرمدين - بني حسان,الجنائحة,589,117,316,53.65,170,5
المنستير,زرمدين - بني حسان,الغنادة,2200,437,1454,66.09,535,14
المنستير,المنستير 2,صقانس,16870,1847,4410,26.14,2025,7
المنستير,جمال,الطيايرة,1166,229,784,67.24,390,9
المنستير,جمال,الهدادرة,822,171,522,63.5,292,8
المنستير,جمال,بئر الطيب,1103,213,634,57.48,317,8
المنستير,المكنين,المكنين الجوفية,4295,627,1503,34.99,520,7
المنستير,المكنين,المكنين الشرقية,15508,2387,5889,37.97,1694,9
المنستير,المكنين,المكنين الغربية,6485,1056,2715,41.87,1100,8
المنستير,المكنين,المكنين القبلية,1317,101,229,17.39,106,5
المنستير,المنستير 2,الحلية,7342,585,1351,18.4,514,8
المنستير,المنستير 2,الحلية 2,9743,911,2182,22.4,1003,7
المنستير,المنستير 2,خنيس,8156,1508,4110,50.39,1738,11
المنستير,المنستير 2,خنيس الشمالية,1931,233,574,29.73,263,6
المنستير,زرمدين - بني حسان,المزاوغة,1964,375,1057,53.82,435,8
المنستير,زرمدين - بني حسان,المليشات,3622,711,1967,54.31,734,9
المنستير,زرمدين - بني حسان,بني حسان الجوفية,2476,483,1272,51.37,504,10
المنستير,زرمدين - بني حسان,بني حسان القبلية,4838,1003,2879,59.51,1201,10
المنستير,طبلبة - البقالطة - صيادة - لمطة - بوحجر,البغدادي,512,97,262,51.17,69,10
المنستير,طبلبة - البقالطة - صيادة - لمطة - بوحجر,البقالطة الجنوبية,5837,927,2314,39.64,752,7
المنستير,طبلبة - البقالطة - صيادة - لمطة - بوحجر,البقالطة الشرقية,1892,281,776,41.01,345,10
المنستير,طبلبة - البقالطة - صيادة - لمطة - بوحجر,البقالطة الشمالية,6097,1110,2947,48.34,1006,10
المنستير,المنستير 1,الربط,7138,684,1607,22.51,554,6
المنستير,المنستير 1,المدينة,7686,630,1494,19.44,602,7
المنستير,المنستير 1,المدينة 2,8566,959,2408,28.11,1032,9
المنستير,المنستير 1,باب الغربي,16971,2010,4765,28.08,1709,7
المنستير,زرمدين - بني حسان,حاتم,1263,264,846,66.98,451,9
المنستير,زرمدين - بني حسان,زرمدين الجنوبية,8292,1457,3766,45.42,1226,8
المنستير,زرمدين - بني حسان,زرمدين الشمالية,6716,1197,2984,44.43,1135,8
المنستير,زرمدين - بني حسان,منزل الحياة,3831,709,1985,51.81,755,11
المنستير,طبلبة - البقالطة - صيادة - لمطة - بوحجر,السكرين,9001,1401,3654,40.6,1635,9
المنستير,طبلبة - البقالطة - صيادة - لمطة - بوحجر,العيايشة,5263,881,2353,44.71,963,8
المنستير,طبلبة - البقالطة - صيادة - لمطة - بوحجر,الفضلين,2720,427,1107,40.7,535,9
المنستير,طبلبة - البقالطة - صيادة - لمطة - بوحجر,بوحجر,4929,889,2688,54.53,1298,12
المنستير,طبلبة - البقالطة - صيادة - لمطة - بوحجر,لمطة,5087,887,2334,45.88,1004,9
المنستير,قصر هلال - قصيبة المديوني,بنان الجوفية,4828,819,2118,43.87,806,8
المنستير,قصر هلال - قصيبة المديوني,بنان القبلية,5565,1142,3338,59.98,1330,13
